Serial_Number	CASE_STATUS	EMPLOYER_NAME	SOC_NAME	JOB_TITLE	FULL_TIME_POSITION	PREVAILING_WAGE	YEAR	WORKSITE	lon	lat
5610	CERTIFIED	"ARGONAUT, INC."	MARKETING MANAGERS	STRATEGY DIRECTOR	Y	179733	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5611	CERTIFIED	"MOVE, INC"	MARKETING MANAGERS	GO TO MARKET DIRECTOR	Y	155542	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
5612	CERTIFIED	NSW TRADE & INVESTMENT AUSTRALIA	MARKETING MANAGERS	TRADE & INVESTMENT COMMISSIONER	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5613	CERTIFIED	"OGILVYONE, LLC"	MARKETING MANAGERS	EXECUTIVE GROUP DIRECTOR	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5614	CERTIFIED	"MRY US, LLC."	MARKETING MANAGERS	STRATEGY DIRECTOR	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5615	CERTIFIED	"DIAGEO NORTH AMERICA, INC."	MARKETING MANAGERS	ASSISTANT BRAND MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5616	CERTIFIED	PRIME 8 CONSULTING	MARKETING MANAGERS	MARKETING AND HR MANAGER	Y	141586	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
5617	CERTIFIED	MATILDA MEDIA GROUP LLC	MARKETING MANAGERS	SALES & MARKETING MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5618	CERTIFIED	"DIAGEO NORTH AMERICA, INC."	MARKETING MANAGERS	ASSISTANT BRAND MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5619	CERTIFIED	"THE EVENTFUL GROUP, LLC"	MARKETING MANAGERS	DIRECTOR OF ALLIANCES	Y	110074	2016	"SAUSALITO, CALIFORNIA"	-122.4852507	37.8590937
5620	CERTIFIED	"AEGIS MEDIA AMERICAS, INC."	MARKETING MANAGERS	DIRECTOR OF CONTENT	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5621	CERTIFIED	ALIGN  COMMUNICATIONS INC	MARKETING MANAGERS	MARKETING MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5622	DENIED	SQUARE DEAL ENTERPRISES LLC	MARKETING MANAGERS	INTERNATIONAL MARKETING MANAGER - MOTORCYCLE PARTS	Y	94500	2016	"JANESVILLE, MINNESOTA"	NA	NA
5623	CERTIFIED	HOLLAND COLOURS AMERICAS INC.	MARKETING MANAGERS	SALES AND MARKETING MANAGER	Y	79726	2016	"RICHMOND, INDIANA"	-84.8902382	39.8289369
5624	WITHDRAWN	FITNESS ANYWHERE LLC	MARKETING MANAGERS	MANAGING DIRECTOR	Y	179733	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5625	CERTIFIED	"QORE SYSTEMS, LLC"	MARKETING MANAGERS	SENIOR MARKETING ADVISOR	N	64792	2016	"SANTA MONICA, CALIFORNIA"	-118.4911912	34.0194543
5626	CERTIFIED	SQUARE DEAL ENTERPRISES	MARKETING MANAGERS	INTERNATIONAL MARKETING MANAGER - MOTORCYCLE	Y	135928	2016	"JANESVILLE, MINNESOTA"	NA	NA
5627	CERTIFIED	MINIFAB INC.	MARKETING MANAGERS	"VP, MARKETING AND BUSINESS DEVELOPMENT"	Y	145850	2016	"SAN DIEGO, CALIFORNIA"	-117.1610838	32.715738
5628	CERTIFIED	FITNESS ANYWHERE LLC	MARKETING MANAGERS	MANAGING DIRECTOR	Y	179733	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5629	CERTIFIED	"RED INTERACTIVE AGENCY, LLC"	MARKETING MANAGERS	"SENIOR DIRECTOR, BUSINESS DEVELOPMENT"	Y	143458	2016	"SANTA MONICA, CALIFORNIA"	-118.4911912	34.0194543
5630	WITHDRAWN	VODAFONE US INC.	MARKETING MANAGERS	PRINCIPLE MARKET PRODUCT MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5631	CERTIFIED	"ZALEA, LLC"	MARKETING MANAGERS	VICE PRESIDENT OF PRODUCT DEVELOPMENT	Y	106226	2016	"SAN JUAN CAPISTRANO, CALIFORNIA"	-117.6625509	33.5016932
5632	CERTIFIED	CROWD & COMPANY	MARKETING MANAGERS	DIRECTOR OF MARKETING	Y	83408	2016	"SAN DIEGO, CALIFORNIA"	-117.1610838	32.715738
5633	CERTIFIED	VODAFONE US INC.	MARKETING MANAGERS	PRINCIPLE MARKET PRODUCT MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5634	CERTIFIED	"MAHES AND ASOCIATES NJ, LLC"	MARKETING MANAGERS	DIRECTOR OF MARKETING	Y	108493	2016	"JERSEY CITY, NEW JERSEY"	-74.0776417	40.7281575
5635	CERTIFIED	"INITIATIVE MEDIA, LLC"	MARKETING MANAGERS	"MANAGING DIRECTOR, STRATEGY"	Y	150259	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
5636	CERTIFIED	"WHISTLE LABS, INC."	MARKETING MANAGERS	DIRECTOR OF GROWTH MARKETING	Y	143000	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5637	CERTIFIED	THE WEISSCOMM GROUP LTD	MARKETING MANAGERS	MANAGING DIRECTOR	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5638	CERTIFIED	VERIZON CORPORATE RESOURCES GROUP	MARKETING MANAGERS	DIRECTOR OF MARKETING COMMUNICATIONS AND BRANDING	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5639	CERTIFIED	"PELICANCORP ONE CALL, INC"	MARKETING MANAGERS	VICE PRESIDENT OF STRATEGIC BUSINESS DEVELOPMENT	Y	124322	2016	"HAMDEN, CONNECTICUT"	-72.9026064	41.3838782
5640	CERTIFIED-WITHDRAWN	"HEXAWARE TECHNOLOGIES, INC."	MARKETING MANAGERS	SR. MANAGER (HUNTING)	Y	134347	2016	"PLEASANTON, CALIFORNIA"	-121.8746789	37.6624312
5641	CERTIFIED	72ANDSUNNY PARTNERS LLC	MARKETING MANAGERS	GROUP STRATEGY DIRECTOR	Y	174658	2016	"PLAYA VISTA, CALIFORNIA"	-118.4265872	33.9719826
5642	CERTIFIED	"FASHIONOLOGY, LLC"	MARKETING MANAGERS	GLOBAL BRAND DIRECTOR	Y	112278	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5643	CERTIFIED	CRITICAL MASS (U.S.) INC.	MARKETING MANAGERS	STRATEGY DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5644	CERTIFIED	SALT GROUP LLC	MARKETING MANAGERS	MARKETING DIRECTOR	Y	100630	2016	"CHEYENNE, WYOMING"	-104.8202462	41.1399814
5645	CERTIFIED	GUVERA USA INC.	MARKETING MANAGERS	HEAD OF GLOBAL MEMBER ACQUISITION &HEAD OF MARKETING OCEANIA	Y	112278	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5646	CERTIFIED	STYLESTALKER USA LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	143458	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5647	CERTIFIED	"VALLEYFRESH NORTH AMERICA, LLC"	MARKETING MANAGERS	PRODUCE MARKETING MANAGER	Y	81078.4	2016	"PASADENA, CALIFORNIA"	-118.1445155	34.1477849
5648	CERTIFIED	"MOET HENNESSY USA, INC."	MARKETING MANAGERS	"VICE PRESIDENT, BUSINESS (DOM PERIGNON)"	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5649	CERTIFIED	KIWI HOSPITALITY CINCINNATI LLC	MARKETING MANAGERS	HOTEL BUSINESS DEVELOPER	Y	77106	2016	"CINCINNATI, OHIO"	-84.5120196	39.1031182
5650	CERTIFIED	"HEAT AND CONTROL, INC."	MARKETING MANAGERS	MARKETING MANAGER	Y	101795	2016	"HAYWARD, CALIFORNIA"	-122.0807964	37.6688205
5651	CERTIFIED	LAIRD AND PARTNERS NEW YORK LLC	MARKETING MANAGERS	ACCOUNT MARKETING DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5652	CERTIFIED	"NITRO CIRCUS LIVE USA, INC."	MARKETING MANAGERS	GLOBAL HEAD OF BUSINESS DEVELOPMENT & MARKETING PARTNERSHIPS	Y	166608	2016	"SAN CLEMENTE, CALIFORNIA"	-117.6119925	33.4269728
5653	CERTIFIED	SYNTEL INC	MARKETING MANAGERS	BUSINESS DEVELOPMENT MANAGER	Y	123198	2016	"SARATOGA, CALIFORNIA"	-122.0230146	37.2638324
5654	DENIED	FIGLIULO&PARTNERS LLC	MARKETING MANAGERS	ACCOUNT SUPERVISOR	Y	75108	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5655	CERTIFIED	TOBY'S ESTATE COFFEE INC	MARKETING MANAGERS	BUSINESS DEVELOPMENT AND MARKETING MANAGER	Y	215405	2016	"BROOKLYN, NEW YORK"	-73.9441579	40.6781784
5656	CERTIFIED	GUVERA USA INC.	MARKETING MANAGERS	HEAD OF GLOBAL MEMBER ACQUISITION &HEAD OF MARKETING OCEANIA	Y	81078	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5657	CERTIFIED	TIANCHENG CHEMPHARM INC.USA	MARKETING MANAGERS	MARKETING DIRECTOR	Y	83741	2016	"FARMINGDALE, NEW YORK"	-73.4454009	40.7325997
5658	CERTIFIED	"BUNGE NORTH AMERICA, INC."	MARKETING MANAGERS	VP SALES AND MARKETING	Y	164674	2016	"ST. LOUIS, MISSOURI"	-90.1994042	38.6270025
5659	CERTIFIED	WESTFIELD LABS CORPORATION	MARKETING MANAGERS	"SENIOR VP, PRODUCT MANAGEMENT"	Y	166899	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5660	DENIED	MATILDA MEDIA GROUP LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	81078	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5661	CERTIFIED-WITHDRAWN	ANAPLAN INC.	MARKETING MANAGERS	"SENIOR DIRECTOR, PRODUCT MARKETING"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5662	CERTIFIED	NEUEHOUSE OPTIMIZATION LLC	MARKETING MANAGERS	DIRECTOR OF MARKETING AND COMMUNICATIONS	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5663	CERTIFIED	"SPARKCENTRAL, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	110074	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5664	CERTIFIED	PROJECTLINE SERVICES INC.	MARKETING MANAGERS	CONTENT STRATEGIST	Y	89565	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
5665	CERTIFIED	OMD USA LLC	MARKETING MANAGERS	HEAD OF CONNECTED EXPERIENCES	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5666	CERTIFIED	"WAL-MART ASSOCIATES, INC."	MARKETING MANAGERS	"SENIOR MANAGER, CUSTOMER PROPOSITION & ANALYSIS"	Y	144893	2016	"SAN BRUNO, CALIFORNIA"	-122.4110835	37.6304904
5667	CERTIFIED	"STORMTRAP, LLC"	MARKETING MANAGERS	BUSINESS DEVELOPMENT MANAGER	N	69618	2016	"ROMEOVILLE, ILLINOIS"	-88.0895061	41.6475306
5668	CERTIFIED	"SB SQUARED, LLC"	MARKETING MANAGERS	BUSINESS DEVELOPMENT MANAGER	Y	81078	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5669	CERTIFIED	BECCA INC.	MARKETING MANAGERS	HEAD OF DIGITAL	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5670	CERTIFIED	SPOTIFY USA INC.	MARKETING MANAGERS	MANAGING DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5671	CERTIFIED	BLUE COAT SYSTEMS INC.	MARKETING MANAGERS	"SENIOR DIRECTOR MARKETING, ASIA PACIFIC & JAPAN"	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5672	CERTIFIED	"CHOBANI, LLC"	MARKETING MANAGERS	SENIOR BRAND COMMUNICATIONS MANAGER	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5673	CERTIFIED	GLAXOSMITHKLINE CONSUMER HEALTHCARE L.P.	MARKETING MANAGERS	GLOBAL MARKETING MANAGER	Y	99528	2016	"WARREN, NEW JERSEY"	-74.5004796	40.6342489
5674	CERTIFIED	MATILDA MEDIA GROUP LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	81078	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5675	CERTIFIED	ANTHONY CAMACHO JR	MARKETING MANAGERS	MARKETING MANAGER	Y	81078	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5676	CERTIFIED	BOOST MEDIA INTERNATIONAL LLC	MARKETING MANAGERS	MARKETING DIRECTOR	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5677	DENIED	THE CHARLES GROUP NYC INC	MARKETING MANAGERS	SENIOR PROJECT MANAGER	Y	108492.8	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5678	CERTIFIED	"NOBLE DRILLING SERVICES, INC."	MARKETING MANAGERS	SENIOR VICE PRESIDENT - MARKETING AND CONTRACTS	Y	183477	2016	"SUGAR LAND, TEXAS"	-95.6349463	29.6196787
5679	CERTIFIED	VIONIC GROUP LLC	MARKETING MANAGERS	2ND GAP MANAGER	Y	116750	2016	"LINCOLN, CALIFORNIA"	NA	NA
5680	CERTIFIED	"VERIZON BUSINESS NETWORK SERVICES, INC."	MARKETING MANAGERS	SENIOR CLIENT EXECUTIVE	Y	82400	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5681	CERTIFIED	VIONIC GROUP LLC	MARKETING MANAGERS	"DIRECTOR, BIOMEDICAL TECHNOLOGIES"	Y	179733	2016	"SAN RAFAEL, CALIFORNIA"	-122.5310874	37.9735346
5682	CERTIFIED	"UNIVERSAL MCCANN WORLDWIDE, INC."	MARKETING MANAGERS	"ASSOCIATE DIRECTOR, NEW BUSINESS"	Y	120321	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5683	CERTIFIED	TREASURY WINE ESTATES AMERICAS COMPANY	MARKETING MANAGERS	BRAND MANAGER	Y	116314	2016	"NAPA, CALIFORNIA"	-122.286865	38.2975381
5684	CERTIFIED	A MEDIUM CORPORATION	MARKETING MANAGERS	HEAD OF MARKETING	Y	214552	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5685	CERTIFIED	BLUE STONE LANE HOLDINGS LLC	MARKETING MANAGERS	HEAD OF MARKETING	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5686	CERTIFIED	"RED BULL NORTH AMERICA, INC."	MARKETING MANAGERS	SPORTS MARKETING MANAGER	Y	150259	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
5687	CERTIFIED	OGILVY & MATHER WORLDWIDE LLC	MARKETING MANAGERS	EXECUTIVE GROUP DIRECTOR	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5688	CERTIFIED	MICROSOFT CORPORATION	MARKETING MANAGERS	GENERAL MANAGER	Y	167586	2016	"REDMOND, WASHINGTON"	-122.121512	47.6739881
5689	CERTIFIED	COATES VISUAL LLC	MARKETING MANAGERS	HEAD OF STRATEGIC PARTNERSHIPS	Y	96491	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
5690	CERTIFIED	"ACTIVE NETWORK, LLC"	MARKETING MANAGERS	"ASSOCIATE MANAGER, ONLINE MARKETING"	Y	85620	2016	"DALLAS, TEXAS"	-96.7969879	32.7766642
5691	CERTIFIED	"SFX ENTERTAINMENT, INC."	MARKETING MANAGERS	"VP, GLOBAL BRAND PARTNERSHIPS"	Y	108202	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5692	CERTIFIED	UNIFIED ENTERPRISES CORP.	MARKETING MANAGERS	"VICE PRESIDENT, ADVERTISING"	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5693	CERTIFIED	VIACOM INTERNATIONAL INC.	MARKETING MANAGERS	"DIRECTOR, DIGITAL AUDIENCE DEVELOPMENT"	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5694	CERTIFIED	SONY MUSIC ENTERTAINMENT	MARKETING MANAGERS	"DIRECTOR, STRATEGIC INITIATIVES"	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5695	CERTIFIED	TOBY'S ESTATE COFFEE INC	MARKETING MANAGERS	BUSINESS DEVELOPMENT AND MARKETING MANAGER	Y	215405	2016	"BROOKLYN, NEW YORK"	-73.9441579	40.6781784
5696	CERTIFIED	MEISNECH INC	MARKETING MANAGERS	MARKETING & CREATIVE DIRECTOR	Y	81078.4	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
5697	CERTIFIED	VIVIAN WARD AFFAIRS LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	75000	2016	"HONOLULU, HAWAII"	-157.8583333	21.3069444
5698	CERTIFIED	RESMED CORP.	MARKETING MANAGERS	"SENIOR MANAGER, PRODUCT MANAGEMENT"	Y	122238	2016	"SAN DIEGO, CALIFORNIA"	-117.1610838	32.715738
5699	DENIED	THING DAEMON INC	MARKETING MANAGERS	DIRECTOR OF BRAND DEVELOPMENT	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5700	CERTIFIED	SPOTIFY USA INC.	MARKETING MANAGERS	MANAGING DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5701	CERTIFIED	"THE FIELD SCOUT, INC."	MARKETING MANAGERS	FIELD MARKETING MANAGER	N	63398	2016	"HOOD RIVER, OREGON"	NA	NA
5702	CERTIFIED	RECKITT BENCKISER LLC	MARKETING MANAGERS	MARKETING DIRECTOR	Y	192670	2016	"PARSIPPANY, NEW JERSEY"	-74.4173877	40.8652865
5703	CERTIFIED	THING DAEMON INC	MARKETING MANAGERS	DIRECTOR OF BRAND DEVELOPMENT	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5704	CERTIFIED	"TACONIC BIOSCIENCES, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	83741	2016	"RENSSELAER, NEW YORK"	-73.742898	42.6425794
5705	CERTIFIED	"FACEBOOK, INC."	MARKETING MANAGERS	PRODUCT DESIGN STRATEGIST	Y	130355	2016	"MENLO PARK, CALIFORNIA"	-122.1817252	37.4529598
5706	CERTIFIED	CAMPBELL-EWALD COMPANY	MARKETING MANAGERS	DIRECTOR OF STRATEGIC PLANNING	Y	112278	2016	"WEST HOLLYWOOD, CALIFORNIA"	-118.3617443	34.0900091
5707	CERTIFIED	"SONG DIVISION USA, INC."	MARKETING MANAGERS	"SENIOR MANAGER, STRATEGIC PLANNING & BUSINESS DEVELOPMENT"	Y	140400	2016	"HENDERSON, NEVADA"	-114.9817213	36.0395247
5708	CERTIFIED	FORETHOUGHT USA LLC	MARKETING MANAGERS	ACCOUNT DIRECTOR	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5709	CERTIFIED	ANAPLAN INC.	MARKETING MANAGERS	"SENIOR DIRECTOR, PRODUCT MARKETING"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5710	CERTIFIED	COMET GLOBAL CONSULTING LLC	MARKETING MANAGERS	VICE PRESIDENT CLIENT SERVICES	Y	109512	2016	"ALPHARETTA, GEORGIA"	-84.2940899	34.0753762
5711	CERTIFIED	"DROGA5, LLC"	MARKETING MANAGERS	GROUP COMMUNICATIONS STRATEGY DIRECTOR	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5712	CERTIFIED	AMAZON CORPORATE LLC	MARKETING MANAGERS	PRODUCT MANAGER III	Y	115565	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
5713	CERTIFIED	"VICTORIA'S SECRET STORES, LLC"	MARKETING MANAGERS	"VICE PRESIDENT, MARKETING"	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5714	CERTIFIED	"WINE AUSTRALIA USA, LLC"	MARKETING MANAGERS	HEAD OF MARKET	Y	155459	2016	"WASHINGTON, DISTRICT OF COLUMBIA"	-77.0368707	38.9071923
5715	CERTIFIED	"MEDIABRANDS WORLDWIDE, INC."	MARKETING MANAGERS	"SVP, GLOBAL COMMERCIAL OPERATIONS"	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5716	CERTIFIED	DICTUREL LLC	MARKETING MANAGERS	HEAD OF BUSINESS DEVELOPMENT	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5717	CERTIFIED	BISHOP-MCCANN LLC	MARKETING MANAGERS	EXECUTIVE PRODUCER	Y	94307	2016	"KANSAS CITY, MISSOURI"	-94.5785667	39.0997265
5718	CERTIFIED-WITHDRAWN	"OMNICOM MEDIA GROUP HOLDINGS, INC."	MARKETING MANAGERS	"SENIOR MANAGER OF LEARNING, MARKETING SCIENCES"	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5719	CERTIFIED	WESTFIELD LABS CORPORATION	MARKETING MANAGERS	"SENIOR VP, PRODUCT MANAGEMENT"	Y	166899	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5720	CERTIFIED	HALFBRICK US LLC	MARKETING MANAGERS	VICE PRESIDENT OF ENTERTAINMENT & LICENSING	Y	112278	2016	"BURBANK, CALIFORNIA"	-118.3089661	34.1808392
5721	CERTIFIED	GAUZY INC.	MARKETING MANAGERS	MANAGING DIRECTOR	Y	115523	2016	"SIMI VALLEY, CALIFORNIA"	-118.781482	34.2694474
5722	CERTIFIED	"DIAGEO NORTH AMERICA, INC."	MARKETING MANAGERS	"GLOBAL CONSUMER PLANNING VP, SMIRNOFF"	Y	169500	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5723	CERTIFIED	"VIA TRANSPORTATION, INC."	MARKETING MANAGERS	MARKETING AND PARTNERSHIPS PRINCIPAL	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5724	DENIED	OAKRIDGE GLOBAL ENERGY SOLUTIONS INC.	MARKETING MANAGERS	DIRECTOR OF PRODUCT DEVELOPMENT & STRATEGIC MARKETING	Y	1.00E+05	2016	"PALM BAY, FLORIDA"	-80.5886646	28.0344621
5725	CERTIFIED	VIACOM INTERNATIONAL INC.	MARKETING MANAGERS	"VICE PRESIDENT, SPECIAL PROJECTS"	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5726	CERTIFIED	"DROGA5, LLC"	MARKETING MANAGERS	STRATEGY DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5727	CERTIFIED	AMAZON STUDIOS LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	81078	2016	"SANTA MONICA, CALIFORNIA"	-118.4911912	34.0194543
5728	CERTIFIED	"INSCAPE CIRCLE, LLC"	MARKETING MANAGERS	CREATIVE DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5729	CERTIFIED	HOLLWICH KUSHNER ARCHITECTURE D.P.C.	MARKETING MANAGERS	MARKETING MANAGER	Y	82000	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5730	CERTIFIED	"SKIMLINKS, INC."	MARKETING MANAGERS	CHIEF EXECUTIVE OFFICER	Y	179774	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5731	CERTIFIED	GLAXOSMITHKLINE LLC	MARKETING MANAGERS	GLOBAL SHOPPER MARKETING MANAGER	Y	101234	2016	"PARSIPPANY, NEW JERSEY"	-74.4173877	40.8652865
5732	CERTIFIED	AUDIOFLY USA INC	MARKETING MANAGERS	BUSINESS DEVELOPMENT DIRECTOR	Y	76045	2016	"LAGUNA HILLS, CALIFORNIA"	-117.6962824	33.590277
5733	DENIED	VITTORIA FOOD AND BEVERAGE CORPORATION	MARKETING MANAGERS	"VICE PRESIDENT, SALES AND MARKETING"	Y	143458	2016	"VENICE, CALIFORNIA"	-118.4694832	33.9850469
5734	CERTIFIED	REEBOK INTERNATIONAL LTD.	MARKETING MANAGERS	CONCEPT TO CONSUMER MANAGER COMBAT TRAINING - UFC EVENTS	Y	83470	2016	"CANTON, MASSACHUSETTS"	-71.1447732	42.1584324
5735	CERTIFIED	"WHISTLEOUT, INC."	MARKETING MANAGERS	DIRECTOR OF MARKETING AND BUSINESS DEVELOPMENT	Y	177070	2016	"SAN DIEGO, CALIFORNIA"	-117.1610838	32.715738
5736	CERTIFIED	"SFX ENTERTAINMENT, INC."	MARKETING MANAGERS	"VP, GLOBAL BRAND PARTNERSHIPS"	Y	108202	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5737	CERTIFIED	"WINE AUSTRALIA USA, LLC"	MARKETING MANAGERS	"HEAD OF MARKET, NORTH AMERICA"	Y	155459	2016	"WASHINGTON, DISTRICT OF COLUMBIA"	-77.0368707	38.9071923
5738	CERTIFIED	"HUGE, LLC"	MARKETING MANAGERS	MANAGING DIRECTOR	Y	215405	2016	"BROOKLYN, NEW YORK"	-73.9441579	40.6781784
5739	CERTIFIED	"J. WALTER THOMPSON U.S.A., LLC"	MARKETING MANAGERS	ACCOUNT DIRECTOR	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5740	CERTIFIED	GOODWIN PROCTER LLP	MARKETING MANAGERS	MARKETING OPERATIONS MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
5741	CERTIFIED	"AEGIS MEDIA INNOV8, LLC"	MARKETING MANAGERS	"VICE PRESIDENT, STRATEGY AND BRAND PARTNERSHIPS"	Y	112278	2016	"SANTA MONICA, CALIFORNIA"	-118.4911912	34.0194543
5742	CERTIFIED	SALESFORCE.COM INC.	MARKETING MANAGERS	DIRECTOR OF PRODUCT MARKETING	Y	214552	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5743	CERTIFIED	"MOTIF GROUP, LLC"	MARKETING MANAGERS	MARKETING MANAGER	Y	81078	2016	"VENICE, CALIFORNIA"	-118.4694832	33.9850469
5744	CERTIFIED	"HOTWIRE, INC."	MARKETING MANAGERS	"SENIOR DIRECTOR, HEAD OF TRANSPORT"	Y	186326	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
5745	CERTIFIED	"WINE AUSTRALIA USA, LLC"	MARKETING MANAGERS	"HEAD OF MARKET, NORTH AMERICA"	Y	155459	2016	"WASHINGTON, DISTRICT OF COLUMBIA"	-77.0368707	38.9071923
5746	CERTIFIED	"INTEL AMERICAS, INC."	MARKETING MANAGERS	GRP PRODUCT MARKETING MGR-ENDPOINT SECURITY	Y	144096	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
